"entidad","causa","tipo_impacto","total_hectareas","fecha_inicio","fecha_termino"
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2017-02-10,2017-02-10
"Puebla","Actividades agropecuarias","Impacto Mínimo",2,2017-02-10,2017-02-10
"Puebla","Actividades agropecuarias","Impacto Mínimo",180,2017-02-10,2017-02-12
"Puebla","Intencional","Impacto Mínimo",5.3,2017-02-11,2017-02-11
"Puebla","Actividades agropecuarias","Impacto Mínimo",2,2017-02-11,2017-02-11
"Puebla","Intencional","Impacto Mínimo",7.2,2017-02-11,2017-02-11
"Puebla","Intencional","Impacto Mínimo",1.5,2017-02-11,2017-02-11
"Puebla","Intencional","Impacto Mínimo",9,2017-02-11,2017-02-11
"Puebla","Intencional","Impacto Mínimo",6,2017-02-11,2017-02-11
"Puebla","Intencional","Impacto Mínimo",2,2017-02-11,2017-02-11
"Puebla","Intencional","Impacto Mínimo",15,2017-02-11,2017-02-14
"Puebla","Intencional","Impacto Mínimo",2,2017-02-12,2017-02-12
"Puebla","Actividades agropecuarias","Impacto Mínimo",2.4,2017-02-12,2017-02-12
"Puebla","Fogatas","Impacto Mínimo",1,2017-02-12,2017-02-12
"Puebla","Actividades agropecuarias","Impacto Mínimo",50.5,2017-02-12,2017-02-13
"Puebla","Intencional","Impacto Mínimo",15,2017-02-12,2017-02-12
"Puebla","Intencional","Impacto Mínimo",1,2017-02-12,2017-02-12
"Puebla","Intencional","Impacto Mínimo",4.5,2017-02-12,2017-02-12
"Puebla","Intencional","Impacto Mínimo",2,2017-02-13,2017-02-13
"Puebla","Actividades agropecuarias","Impacto Mínimo",75.5,2017-02-13,2017-02-15
"Puebla","Otras actividades productivas","Impacto Mínimo",1,2017-02-13,2017-02-13
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2017-02-13,2017-02-13
"Puebla","Cazadores","Impacto Mínimo",1,2017-02-13,2017-02-13
"Puebla","Intencional","Impacto Mínimo",2,2017-02-14,2017-02-14
"Puebla","Intencional","Impacto Mínimo",45.6,2017-02-15,2017-02-16
"Puebla","Intencional","Impacto Mínimo",3.5,2017-02-15,2017-02-15
"Puebla","Intencional","Impacto Mínimo",2,2017-02-15,2017-02-15
"Puebla","Otras actividades productivas","Impacto Mínimo",15,2017-02-17,2017-02-18
"Puebla","Intencional","Impacto Mínimo",1,2017-02-17,2017-02-17
"Puebla","Otras actividades productivas","Impacto Mínimo",3.3,2017-02-17,2017-02-19
"Puebla","Otras actividades productivas","Impacto Mínimo",7.1,2017-02-18,2017-02-18
"Puebla","Actividades agropecuarias","Impacto Mínimo",2.8,2017-02-18,2017-02-18
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2017-02-18,2017-02-18
"Puebla","Intencional","Impacto Mínimo",1,2017-02-18,2017-02-18
"Puebla","Intencional","Impacto Mínimo",90,2017-02-18,2017-02-19
"Puebla","Otras actividades productivas","Impacto Mínimo",4,2017-02-18,2017-02-18
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2017-02-19,2017-02-19
"Puebla","Otras causas","Impacto Mínimo",1.5,2017-02-19,2017-02-19
"Puebla","Actividades agropecuarias","Impacto Mínimo",10.5,2017-02-20,2017-02-20
"Puebla","Actividades agropecuarias","Impacto Mínimo",12,2017-02-20,2017-02-20
"Puebla","Intencional","Impacto Mínimo",16.4,2017-02-20,2017-02-20
"Puebla","Otras actividades productivas","Impacto Mínimo",14.6,2017-02-20,2017-02-21
"Puebla","Intencional","Impacto Mínimo",4,2017-02-20,2017-02-20
"Puebla","Actividades agropecuarias","Impacto Mínimo",2,2017-02-20,2017-02-20
"Puebla","Intencional","Impacto Mínimo",4,2017-02-20,2017-02-21
"Puebla","Intencional","Impacto Mínimo",3,2017-02-20,2017-02-21
"Puebla","Intencional","Impacto Mínimo",1.5,2017-02-20,2017-02-20
"Puebla","Intencional","Impacto Mínimo",1,2017-02-20,2017-02-20
"Puebla","Intencional","Impacto Mínimo",20.5,2017-02-20,2017-02-21
"Puebla","Intencional","Impacto Mínimo",5.5,2017-02-20,2017-02-21
"Puebla","Intencional","Impacto Mínimo",2,2017-02-21,2017-02-21
"Puebla","Actividades agropecuarias","Impacto Mínimo",2,2017-02-21,2017-02-21
"Puebla","Actividades agropecuarias","Impacto Mínimo",210,2017-02-21,2017-02-23
"Puebla","Limpias de derecho de vía","Impacto Mínimo",1,2017-02-22,2017-02-22
"Puebla","Intencional","Impacto Mínimo",2,2017-02-22,2017-02-22
"Puebla","Actividades agropecuarias","Impacto Mínimo",2,2017-02-22,2017-02-22
"Puebla","Otras actividades productivas","Impacto Mínimo",1.5,2017-02-22,2017-02-22
"Puebla","Intencional","Impacto Mínimo",3,2017-02-22,2017-02-22
"Puebla","Otras actividades productivas","Impacto Mínimo",4.5,2017-02-22,2017-02-22
"Puebla","Intencional","Impacto Mínimo",16,2017-02-22,2017-02-23
"Puebla","Intencional","Impacto Mínimo",31,2017-02-22,2017-02-24
"Puebla","Otras actividades productivas","Impacto Mínimo",5.1,2017-02-23,2017-02-23
"Puebla","Actividades agropecuarias","Impacto Mínimo",6.1,2017-02-23,2017-02-23
"Puebla","Otras actividades productivas","Impacto Mínimo",8.5,2017-02-23,2017-02-23
"Puebla","Intencional","Impacto Mínimo",52,2017-02-23,2017-02-24
"Puebla","Intencional","Impacto Mínimo",3,2017-02-23,2017-02-23
"Puebla","Intencional","Impacto Mínimo",2,2017-02-23,2017-02-23
"Puebla","Actividades agropecuarias","Impacto Mínimo",3,2017-02-23,2017-02-23
"Puebla","Otras actividades productivas","Impacto Mínimo",2,2017-02-23,2017-02-23
"Puebla","Intencional","Impacto Mínimo",2,2017-02-24,2017-02-24
"Puebla","Intencional","Impacto Mínimo",1,2017-02-24,2017-02-24
"Puebla","Otras actividades productivas","Impacto Mínimo",8,2017-02-24,2017-02-25
"Puebla","Intencional","Impacto Mínimo",1.5,2017-02-24,2017-02-24
"Puebla","Intencional","Impacto Mínimo",2.88,2017-02-24,2017-02-24
"Puebla","Actividades agropecuarias","Impacto Mínimo",33.5,2017-02-24,2017-02-25
"Puebla","Actividades agropecuarias","Impacto Mínimo",8,2017-02-24,2017-02-25
"Puebla","Actividades agropecuarias","Impacto Mínimo",40.4,2017-02-24,2017-02-25
"Puebla","Otras actividades productivas","Impacto Mínimo",19.5,2017-02-25,2017-02-25
"Puebla","Intencional","Impacto Mínimo",3,2017-02-25,2017-02-25
"Puebla","Otras causas","Impacto Mínimo",2,2017-02-25,2017-02-26
"Puebla","Intencional","Impacto Mínimo",30.2,2017-02-25,2017-02-25
"Puebla","Intencional","Impacto Mínimo",5.7,2017-02-25,2017-02-25
"Puebla","Intencional","Impacto Mínimo",1,2017-02-25,2017-02-25
"Puebla","Otras causas","Impacto Mínimo",58.4,2017-02-26,2017-02-26
"Puebla","Otras actividades productivas","Impacto Mínimo",25,2017-02-26,2017-02-26
"Puebla","Intencional","Impacto Mínimo",9.2,2017-02-26,2017-02-26
"Puebla","Cazadores","Impacto Mínimo",39.3,2017-02-26,2017-02-27
"Puebla","Actividades agropecuarias","Impacto Mínimo",10.3,2017-02-26,2017-02-26
"Puebla","Intencional","Impacto Mínimo",13,2017-02-27,2017-02-27
"Puebla","Intencional","Impacto Mínimo",28.4,2017-02-27,2017-02-28
"Puebla","Otras actividades productivas","Impacto Mínimo",2,2017-02-28,2017-02-28
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2017-02-28,2017-02-28
"Puebla","Intencional","Impacto Mínimo",22.9,2017-02-24,2017-02-24
"Puebla","Otras actividades productivas","Impacto Mínimo",5.8,2017-02-25,2017-02-26
"Puebla","Otras actividades productivas","Impacto Mínimo",8,2017-02-26,2017-02-27
"Puebla","Otras actividades productivas","Impacto Mínimo",2,2017-02-27,2017-02-27
"Puebla","Otras causas","Impacto Mínimo",7.7,2017-02-27,2017-02-28
"Puebla","Otras actividades productivas","Impacto Mínimo",6,2017-02-27,2017-02-27
"Puebla","Intencional","Impacto Mínimo",2,2017-02-27,2017-02-27
"Puebla","Intencional","Impacto Mínimo",2,2017-02-28,2017-02-28
"Puebla","Actividades agropecuarias","Impacto Mínimo",2,2017-02-28,2017-02-28
"Puebla","Otras causas","Impacto Mínimo",20,2017-02-28,2017-02-28
"Puebla","Actividades agropecuarias","Impacto Mínimo",16.8,2017-03-01,2017-03-01
"Puebla","Intencional","Impacto Mínimo",10.5,2017-03-01,2017-03-01
"Puebla","Otras causas","Impacto Mínimo",4.3,2017-03-01,2017-03-02
"Puebla","Otras causas","Impacto Mínimo",2,2017-03-01,2017-03-01
"Puebla","Intencional","Impacto Mínimo",1,2017-03-01,2017-03-01
"Puebla","Quema de basureros","Impacto Mínimo",2,2017-03-01,2017-03-01
"Puebla","Intencional","Impacto Mínimo",2,2017-03-02,2017-03-02
"Puebla","Otras actividades productivas","Impacto Mínimo",68.2,2017-03-02,2017-03-03
"Puebla","Otras causas","Impacto Mínimo",1.5,2017-03-02,2017-03-02
"Puebla","Actividades agropecuarias","Impacto Mínimo",2,2017-03-02,2017-03-02
"Puebla","Intencional","Impacto Mínimo",1,2017-03-02,2017-03-02
"Puebla","Intencional","Impacto Mínimo",1.5,2017-03-02,2017-03-02
"Puebla","Otras actividades productivas","Impacto Mínimo",5.6,2017-03-02,2017-03-02
"Puebla","Actividades agropecuarias","Impacto Mínimo",4,2017-03-03,2017-03-04
"Puebla","Otras causas","Impacto Mínimo",1.5,2017-03-03,2017-03-03
"Puebla","Intencional","Impacto Mínimo",1.5,2017-03-04,2017-03-04
"Puebla","Actividades agropecuarias","Impacto Mínimo",23,2017-03-04,2017-03-05
"Puebla","Fogatas","Impacto Mínimo",2,2017-03-05,2017-03-05
"Puebla","Intencional","Impacto Mínimo",2,2017-03-05,2017-03-05
"Puebla","Fogatas","Impacto Mínimo",64.4,2017-03-04,2017-03-05
"Puebla","Actividades agropecuarias","Impacto Mínimo",4.9,2017-03-05,2017-03-05
"Puebla","Intencional","Impacto Mínimo",14,2017-03-05,2017-03-06
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2017-03-06,2017-03-06
"Puebla","Intencional","Impacto Mínimo",15,2017-03-06,2017-03-06
"Puebla","Otras actividades productivas","Impacto Mínimo",1.5,2017-03-07,2017-03-07
"Puebla","Intencional","Impacto Mínimo",7.7,2017-03-07,2017-03-07
"Puebla","Intencional","Impacto Mínimo",1.5,2017-03-07,2017-03-07
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2017-03-07,2017-03-07
"Puebla","Intencional","Impacto Mínimo",4,2017-03-07,2017-03-07
"Puebla","Intencional","Impacto Mínimo",2,2017-03-08,2017-03-08
"Puebla","Intencional","Impacto Mínimo",5,2017-03-08,2017-03-08
"Puebla","Actividades agropecuarias","Impacto Mínimo",34,2017-03-08,2017-03-09
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2017-03-09,2017-03-09
"Puebla","Intencional","Impacto Mínimo",0.75,2017-03-09,2017-03-09
"Puebla","Intencional","Impacto Mínimo",1.5,2017-03-11,2017-03-11
"Puebla","Intencional","Impacto Mínimo",1.2,2017-02-13,2017-02-13
"Puebla","Intencional","Impacto Mínimo",0.5,2017-03-17,2017-03-17
"Puebla","Actividades agropecuarias","Impacto Mínimo",2.5,2017-03-17,2017-03-17
"Puebla","Otras actividades productivas","Impacto Mínimo",11.7,2017-03-18,2017-03-19
"Puebla","Intencional","Impacto Mínimo",12.3,2017-03-18,2017-03-19
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2017-03-19,2017-03-19
"Puebla","Fogatas","Impacto Mínimo",1,2017-03-19,2017-03-19
"Puebla","Intencional","Impacto Mínimo",7,2017-03-19,2017-03-19
"Puebla","Intencional","Impacto Mínimo",5.7,2017-03-19,2017-03-19
"Puebla","Intencional","Impacto Mínimo",4.7,2017-03-19,2017-03-19
"Puebla","Intencional","Impacto Mínimo",25,2017-03-20,2017-03-20
"Puebla","Intencional","Impacto Mínimo",1,2017-03-20,2017-03-20
"Puebla","Actividades agropecuarias","Impacto Mínimo",12.5,2017-03-20,2017-03-21
"Puebla","Fogatas","Impacto Mínimo",15,2017-03-20,2017-03-21
"Puebla","Otras actividades productivas","Impacto Mínimo",9.3,2017-03-21,2017-03-21
"Puebla","Intencional","Impacto Mínimo",20,2017-03-21,2017-03-21
"Puebla","Intencional","Impacto Mínimo",22.3,2017-03-21,2017-03-21
"Puebla","Intencional","Impacto Mínimo",25,2017-03-21,2017-03-22
"Puebla","Intencional","Impacto Mínimo",1,2017-03-22,2017-03-22
"Puebla","Fogatas","Impacto Mínimo",0.5,2017-03-22,2017-03-22
"Puebla","Actividades agropecuarias","Impacto Mínimo",8,2017-03-22,2017-03-22
"Puebla","Actividades agropecuarias","Impacto Mínimo",15,2017-03-22,2017-03-22
"Puebla","Intencional","Impacto Mínimo",5,2017-03-22,2017-03-22
"Puebla","Intencional","Impacto Mínimo",20.4,2017-03-22,2017-03-22
"Puebla","Intencional","Impacto Mínimo",40,2017-03-22,2017-03-23
"Puebla","Intencional","Impacto Mínimo",5,2017-03-22,2017-03-23
"Puebla","Intencional","Impacto Mínimo",7.5,2017-03-22,2017-03-22
"Puebla","Actividades agropecuarias","Impacto Mínimo",110,2017-03-22,2017-03-23
"Puebla","Actividades agropecuarias","Impacto Mínimo",4.6,2017-03-22,2017-03-22
"Puebla","Intencional","Impacto Mínimo",5,2017-03-23,2017-03-23
"Puebla","Actividades agropecuarias","Impacto Mínimo",2,2017-03-23,2017-03-23
"Puebla","Actividades agropecuarias","Impacto Mínimo",5,2017-03-23,2017-03-23
"Puebla","Otras actividades productivas","Impacto Mínimo",0.8,2017-03-23,2017-03-23
"Puebla","Intencional","Impacto Mínimo",28.5,2017-03-23,2017-03-24
"Puebla","Actividades agropecuarias","Impacto Mínimo",31,2017-03-21,2017-03-21
"Puebla","Intencional","Impacto Mínimo",86,2017-03-22,2017-03-24
"Puebla","Otras actividades productivas","Impacto Mínimo",7,2017-03-24,2017-03-24
"Puebla","Otras actividades productivas","Impacto Mínimo",12.88,2017-03-25,2017-03-25
"Puebla","Otras actividades productivas","Impacto Mínimo",13.18,2017-03-25,2017-03-25
"Puebla","Intencional","Impacto Mínimo",5,2017-03-25,2017-03-25
"Puebla","Actividades agropecuarias","Impacto Mínimo",46,2017-03-24,2017-03-24
"Puebla","Intencional","Impacto Mínimo",2,2017-03-26,2017-03-26
"Puebla","Quema de basureros","Impacto Mínimo",25.1,2017-03-26,2017-03-26
"Puebla","Intencional","Impacto Mínimo",3,2017-03-27,2017-03-27
"Puebla","Cazadores","Impacto Mínimo",2,2017-03-27,2017-03-27
"Puebla","Otras actividades productivas","Impacto Mínimo",2,2017-03-28,2017-03-28
"Puebla","Otras actividades productivas","Impacto Mínimo",90,2017-03-24,2017-03-25
"Puebla","Otras actividades productivas","Impacto Mínimo",10,2017-03-24,2017-03-24
"Puebla","Intencional","Impacto Mínimo",0.5,2017-03-24,2017-03-24
"Puebla","Actividades agropecuarias","Impacto Mínimo",4.93,2017-03-29,2017-03-29
"Puebla","Actividades agropecuarias","Impacto Mínimo",5.4,2017-03-29,2017-03-29
"Puebla","Otras actividades productivas","Impacto Mínimo",12.4,2017-03-29,2017-03-29
"Puebla","Actividades agropecuarias","Impacto Mínimo",800,2017-03-29,2017-03-31
"Puebla","Otras actividades productivas","Impacto Mínimo",200,2017-03-29,2017-04-01
"Puebla","Otras actividades productivas","Impacto Mínimo",75.2,2017-03-30,2017-03-31
"Puebla","Otras causas","Impacto Mínimo",37.8,2017-03-30,2017-03-30
"Puebla","Intencional","Impacto Mínimo",24,2017-03-30,2017-03-30
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2017-04-01,2017-04-01
"Puebla","Otras actividades productivas","Impacto Mínimo",14,2017-04-01,2017-04-01
"Puebla","Intencional","Impacto Mínimo",9.6,2017-04-01,2017-04-01
"Puebla","Actividades agropecuarias","Impacto Mínimo",1.5,2017-04-01,2017-04-01
"Puebla","Intencional","Impacto Mínimo",2,2017-04-01,2017-04-02
"Puebla","Actividades agropecuarias","Impacto Mínimo",3,2017-04-01,2017-04-01
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2017-04-01,2017-04-02
"Puebla","Otras actividades productivas","Impacto Mínimo",2,2017-04-01,2017-04-01
"Puebla","Otras actividades productivas","Impacto Mínimo",775,2017-04-01,2017-04-03
"Puebla","Intencional","Impacto Mínimo",70,2017-04-01,2017-04-02
"Puebla","Otras actividades productivas","Impacto Mínimo",3.2,2017-04-01,2017-04-01
"Puebla","Actividades agropecuarias","Impacto Mínimo",8,2017-04-01,2017-04-03
"Puebla","Actividades agropecuarias","Impacto Mínimo",2,2017-04-01,2017-04-01
"Puebla","Intencional","Impacto Mínimo",28.5,2017-04-01,2017-04-01
"Puebla","Intencional","Impacto Mínimo",5,2017-04-01,2017-04-01
"Puebla","Intencional","Impacto Mínimo",1.5,2017-04-01,2017-04-01
"Puebla","Actividades agropecuarias","Impacto Mínimo",84.4,2017-04-02,2017-04-03
"Puebla","Intencional","Impacto Mínimo",1.5,2017-04-02,2017-04-02
"Puebla","Intencional","Impacto Mínimo",2.9,2017-04-02,2017-04-02
"Puebla","Actividades agropecuarias","Impacto Mínimo",12.24,2017-04-02,2017-04-02
"Puebla","Intencional","Impacto Mínimo",4,2017-04-02,2017-04-03
"Puebla","Actividades agropecuarias","Impacto Mínimo",52.9,2017-04-02,2017-04-04
"Puebla","Otras actividades productivas","Impacto Mínimo",43.9,2017-04-02,2017-04-03
"Puebla","Actividades agropecuarias","Impacto Mínimo",4,2017-04-03,2017-04-03
"Puebla","Intencional","Impacto Mínimo",3,2017-04-03,2017-04-03
"Puebla","Otras causas","Impacto Mínimo",44.3,2017-04-03,2017-04-05
"Puebla","Actividades agropecuarias","Impacto Mínimo",324,2017-04-03,2017-04-04
"Puebla","Actividades agropecuarias","Impacto Mínimo",25,2017-04-03,2017-04-04
"Puebla","Otras actividades productivas","Impacto Mínimo",10.1,2017-04-03,2017-04-04
"Puebla","Actividades agropecuarias","Impacto Mínimo",2.8,2017-04-03,2017-04-04
"Puebla","Actividades agropecuarias","Impacto Mínimo",2,2017-04-04,2017-04-04
"Puebla","Actividades agropecuarias","Impacto Mínimo",27.6,2017-04-04,2017-04-04
"Puebla","Actividades agropecuarias","Impacto Mínimo",112.5,2017-04-04,2017-04-06
"Puebla","Intencional","Impacto Mínimo",53.3,2017-04-04,2017-04-04
"Puebla","Intencional","Impacto Mínimo",50,2017-04-04,2017-04-06
"Puebla","Otras actividades productivas","Impacto Mínimo",3,2017-04-05,2017-04-05
"Puebla","Otras actividades productivas","Impacto Mínimo",43.7,2017-04-05,2017-04-05
"Puebla","Actividades agropecuarias","Impacto Mínimo",90,2017-04-05,2017-04-05
"Puebla","Actividades agropecuarias","Impacto Mínimo",40,2017-04-05,2017-04-06
"Puebla","Intencional","Impacto Mínimo",2,2017-04-06,2017-04-06
"Puebla","Intencional","Impacto Mínimo",186.26,2017-04-01,2017-04-05
"Puebla","Otras actividades productivas","Impacto Mínimo",60,2017-04-02,2017-04-05
"Puebla","Intencional","Impacto Mínimo",1,2017-04-04,2017-04-04
"Puebla","Intencional","Impacto Mínimo",528,2017-04-05,2017-04-09
"Puebla","Intencional","Impacto Mínimo",11,2017-04-06,2017-04-06
"Puebla","Actividades agropecuarias","Impacto Mínimo",150,2017-04-01,2017-04-03
"Puebla","Actividades agropecuarias","Impacto Mínimo",2.28,2017-04-07,2017-04-07
"Puebla","Intencional","Impacto Mínimo",4,2017-04-07,2017-04-07
"Puebla","Intencional","Impacto Mínimo",5.5,2017-04-07,2017-04-07
"Puebla","Actividades agropecuarias","Impacto Mínimo",1.5,2017-04-07,2017-04-07
"Puebla","Intencional","Impacto Mínimo",3,2017-04-07,2017-04-07
"Puebla","Intencional","Impacto Mínimo",2,2017-04-07,2017-04-07
"Puebla","Intencional","Impacto Mínimo",2,2017-04-08,2017-04-08
"Puebla","Intencional","Impacto Mínimo",127,2017-04-07,2017-04-08
"Puebla","Intencional","Impacto Mínimo",1.5,2017-04-07,2017-04-07
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2017-04-07,2017-04-07
"Puebla","Intencional","Impacto Mínimo",8,2017-04-07,2017-04-07
"Puebla","Limpias de derecho de vía","Impacto Mínimo",6.7,2017-04-08,2017-04-08
"Puebla","Intencional","Impacto Mínimo",2.5,2017-04-08,2017-04-08
"Puebla","Intencional","Impacto Mínimo",0.5,2017-04-08,2017-04-08
"Puebla","Actividades agropecuarias","Impacto Mínimo",1.5,2017-04-09,2017-04-09
"Puebla","Intencional","Impacto Mínimo",1,2017-04-09,2017-04-09
"Puebla","Intencional","Impacto Mínimo",197.2,2017-04-09,2017-04-12
"Puebla","Actividades agropecuarias","Impacto Mínimo",5.3,2017-04-10,2017-04-10
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2017-04-11,2017-04-11
"Puebla","Intencional","Impacto Mínimo",324.78,2017-04-12,2017-04-13
"Puebla","Otras actividades productivas","Impacto Mínimo",1,2017-04-12,2017-04-12
"Puebla","Intencional","Impacto Mínimo",1.5,2017-04-12,2017-04-12
"Puebla","Intencional","Impacto Mínimo",3,2017-04-12,2017-04-13
"Puebla","Quema de basureros","Impacto Mínimo",0.5,2017-04-12,2017-04-13
"Puebla","Actividades agropecuarias","Impacto Mínimo",2,2017-04-13,2017-04-13
"Puebla","Actividades agropecuarias","Impacto Mínimo",1.5,2017-04-13,2017-04-13
"Puebla","Otras actividades productivas","Impacto Mínimo",17.6,2017-04-07,2017-04-07
"Puebla","Actividades agropecuarias","Impacto Mínimo",5,2017-04-04,2017-04-04
"Puebla","Intencional","Impacto Mínimo",5,2017-04-04,2017-04-04
"Puebla","Actividades agropecuarias","Impacto Mínimo",7.4,2017-04-04,2017-04-04
"Puebla","Intencional","Impacto Mínimo",16.1,2017-04-04,2017-04-04
"Puebla","Intencional","Impacto Mínimo",2,2017-04-05,2017-04-05
"Puebla","Intencional","Impacto Mínimo",40,2017-04-05,2017-04-05
"Puebla","Intencional","Impacto Mínimo",3.6,2017-04-05,2017-04-05
"Puebla","Intencional","Impacto Mínimo",1,2017-04-13,2017-04-13
"Puebla","Actividades agropecuarias","Impacto Mínimo",1.5,2017-04-14,2017-04-14
"Puebla","Intencional","Impacto Mínimo",2,2017-04-15,2017-04-15
"Puebla","Fogatas","Impacto Mínimo",1,2017-04-15,2017-04-15
"Puebla","Actividades agropecuarias","Impacto Mínimo",2.5,2017-04-15,2017-04-15
"Puebla","Actividades agropecuarias","Impacto Mínimo",2.5,2017-04-16,2017-04-16
"Puebla","Cazadores","Impacto Mínimo",3,2017-04-16,2017-04-16
"Puebla","Actividades agropecuarias","Impacto Mínimo",1.5,2017-04-16,2017-04-16
"Puebla","Intencional","Impacto Mínimo",0.5,2017-04-16,2017-04-16
"Puebla","Intencional","Impacto Mínimo",1,2017-04-16,2017-04-16
"Puebla","Actividades agropecuarias","Impacto Mínimo",67.23,2017-04-16,2017-04-16
"Puebla","Actividades agropecuarias","Impacto Mínimo",3,2017-04-21,2017-04-21
"Puebla","Actividades agropecuarias","Impacto Mínimo",2,2017-04-21,2017-04-21
"Puebla","Cazadores","Impacto Mínimo",1.5,2017-04-21,2017-04-21
"Puebla","Intencional","Impacto Mínimo",1,2017-04-22,2017-04-22
"Puebla","Actividades agropecuarias","Impacto Mínimo",2,2017-04-22,2017-04-22
"Puebla","Otras causas","Impacto Mínimo",1,2017-04-22,2017-04-22
"Puebla","Intencional","Impacto Mínimo",28.2,2017-04-22,2017-04-23
"Puebla","Intencional","Impacto Mínimo",1.7,2017-04-23,2017-04-23
"Puebla","Cazadores","Impacto Mínimo",18.2,2017-04-23,2017-04-23
"Puebla","Actividades agropecuarias","Impacto Mínimo",3,2017-04-23,2017-04-23
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2017-04-21,2017-04-21
"Puebla","Actividades agropecuarias","Impacto Mínimo",9.7,2017-04-24,2017-04-24
"Puebla","Actividades agropecuarias","Impacto Mínimo",2,2017-04-24,2017-04-24
"Puebla","Intencional","Impacto Mínimo",3.95,2017-04-25,2017-04-25
"Puebla","Actividades agropecuarias","Impacto Mínimo",2,2017-04-25,2017-04-25
"Puebla","Intencional","Impacto Mínimo",41.5,2017-04-26,2017-04-27
"Puebla","Otras actividades productivas","Impacto Mínimo",131.6,2017-04-26,2017-04-27
"Puebla","Actividades agropecuarias","Impacto Mínimo",28.3,2017-04-26,2017-04-26
"Puebla","Actividades agropecuarias","Impacto Mínimo",2,2017-04-26,2017-04-26
"Puebla","Actividades agropecuarias","Impacto Mínimo",7.3,2017-04-27,2017-04-27
"Puebla","Intencional","Impacto Mínimo",99.24,2017-04-27,2017-05-02
"Puebla","Actividades agropecuarias","Impacto Mínimo",2.5,2017-04-28,2017-04-28
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2017-04-28,2017-04-28
"Puebla","Actividades agropecuarias","Impacto Mínimo",15.11,2017-04-28,2017-04-28
"Puebla","Fogatas","Impacto Mínimo",12,2017-04-29,2017-04-29
"Puebla","Otras actividades productivas","Impacto Mínimo",6,2017-04-30,2017-04-30
"Puebla","Actividades agropecuarias","Impacto Mínimo",187.11,2017-04-29,2017-04-30
"Puebla","Actividades agropecuarias","Impacto Mínimo",6.35,2017-04-29,2017-04-29
"Puebla","Otras causas","Impacto Mínimo",1,2017-04-29,2017-04-29
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2017-04-29,2017-04-29
"Puebla","Otras causas","Impacto Mínimo",2,2017-04-30,2017-04-30
"Puebla","Quema de basureros","Impacto Mínimo",122,2017-04-30,2017-05-02
"Puebla","Intencional","Impacto Mínimo",8,2017-04-30,2017-04-30
"Puebla","Otras causas","Impacto Mínimo",8.77,2017-04-30,2017-04-30
"Puebla","Otras actividades productivas","Impacto Mínimo",12.55,2017-04-30,2017-04-30
"Puebla","Otras actividades productivas","Impacto Mínimo",35.5,2017-05-01,2017-05-03
"Puebla","Actividades agropecuarias","Impacto Mínimo",3,2017-05-01,2017-05-01
"Puebla","Actividades agropecuarias","Impacto Mínimo",4,2017-05-01,2017-05-01
"Puebla","Actividades agropecuarias","Impacto Mínimo",12,2017-05-01,2017-05-01
"Puebla","Fogatas","Impacto Mínimo",3,2017-05-02,2017-05-02
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2017-05-02,2017-05-02
"Puebla","Actividades agropecuarias","Impacto Mínimo",2,2017-05-02,2017-05-02
"Puebla","Actividades agropecuarias","Impacto Mínimo",3.5,2017-05-02,2017-05-02
"Puebla","Intencional","Impacto Mínimo",2,2017-05-02,2017-05-02
"Puebla","Intencional","Impacto Mínimo",28.7,2017-05-03,2017-05-03
"Puebla","Intencional","Impacto Mínimo",3,2017-05-03,2017-05-03
"Puebla","Otras causas","Impacto Mínimo",10,2017-05-03,2017-05-03
"Puebla","Otras causas","Impacto Mínimo",127.7,2017-05-03,2017-05-05
"Puebla","Intencional","Impacto Mínimo",113,2017-04-29,2017-04-30
"Puebla","Actividades agropecuarias","Impacto Mínimo",3,2017-05-05,2017-05-05
"Puebla","Fogatas","Impacto Mínimo",1,2017-05-05,2017-05-05
"Puebla","Actividades agropecuarias","Impacto Mínimo",5,2017-05-03,2017-05-04
"Puebla","Fogatas","Impacto Mínimo",3,2017-05-07,2017-05-07
"Puebla","Actividades agropecuarias","Impacto Mínimo",5.94,2017-05-08,2017-05-08
"Puebla","Intencional","Impacto Mínimo",2,2017-05-09,2017-05-09
"Puebla","Actividades agropecuarias","Impacto Mínimo",1,2017-05-09,2017-05-09
"Puebla","Actividades agropecuarias","Impacto Mínimo",0.5,2017-05-11,2017-05-11
"Puebla","Actividades agropecuarias","Impacto Mínimo",3,2017-05-16,2017-05-16
